"red","green","blue","ir","ndvi","Cmmn_Nm","red_blue","red_green","blue_green"
4898,4435,3352,7756,0.225857436383752,"Broadleaf",1.46121718377088,1.104396843292,0.755806087936866
4400,3791,2855,6111,0.162781847588241,"Broadleaf",1.54115586690018,1.16064362964917,0.75309944605645
4441,4026,3008,7139,0.232987910189983,"Broadleaf",1.47639627659574,1.10307998012916,0.747143566815698
4419,3805,2736,6644,0.201120853294766,"Broadleaf",1.61513157894737,1.16136662286465,0.719053876478318
4221,3786,2636,7321,0.268584300814417,"Broadleaf",1.60128983308042,1.1148969889065,0.696249339672478
4202,3662,2536,6702,0.22927366104182,"Broadleaf",1.65694006309148,1.14746040415074,0.692517749863463
3915,3486,2743,6080,0.216608304152076,"Broadleaf",1.4272694130514,1.12306368330465,0.786861732644865
4420,3925,2879,8131,0.295673651501872,"Broadleaf",1.53525529697812,1.12611464968153,0.733503184713376
4171,3571,2595,7643,0.293888606737769,"Broadleaf",1.60732177263969,1.16802016241949,0.726687202464296
4313,3687,2557,7812,0.288577319587629,"Broadleaf",1.68674227610481,1.1697857336588,0.693517765120694
4409,3959,2987,5584,0.117582307615331,"Broadleaf",1.47606293940408,1.1136650669361,0.754483455418035
4128,3438,2449,5761,0.165132976033977,"Broadleaf",1.68558595345039,1.20069808027923,0.712332751599767
4451,3853,2740,7663,0.265147762918937,"Broadleaf",1.62445255474453,1.15520373734752,0.71113418115754
3966,3330,2243,6805,0.263578126450655,"Broadleaf",1.76816763263486,1.19099099099099,0.673573573573574
4597,4159,3093,7413,0.234471273938385,"Broadleaf",1.48625929518267,1.10531377735032,0.743688386631402
4095,3585,2686,8239,0.335981838819523,"Broadleaf",1.52457185405808,1.14225941422594,0.749232914923291
4255,3731,2618,7468,0.274076601552504,"Broadleaf",1.62528647822765,1.14044492093273,0.701688555347092
4103,3561,2364,7775,0.309142953359151,"Broadleaf",1.73561759729272,1.15220443695591,0.663858466722831
4144,3762,2731,8917,0.365439093484419,"Broadleaf",1.51739289637495,1.10154173312068,0.725943646996279
4244,3637,2530,6350,0.198791768925807,"Broadleaf",1.67747035573123,1.16689579323618,0.695628265053616
3994,3340,2333,6317,0.225293376006207,"Broadleaf",1.71195885126447,1.19580838323353,0.698502994011976
4281,3734,2748,5739,0.145508982035928,"Broadleaf",1.55786026200873,1.14649169791109,0.735940010712373
3688,2727,1577,3194,-0.0717814588782331,"Broadleaf",2.33861762840837,1.35240190685735,0.578291162449578
4125,3640,2527,6984,0.257358898190656,"Broadleaf",1.63237039968342,1.13324175824176,0.694230769230769
4252,3634,2648,5514,0.129223837804628,"Broadleaf",1.60574018126888,1.17006053935058,0.728673637864612
4185,3693,2684,7110,0.258964143426295,"Broadleaf",1.55923994038748,1.13322502030869,0.72678039534254
3871,3379,2392,5366,0.161849085200823,"Broadleaf",1.6183110367893,1.14560520864161,0.707901746078721
4654,4166,3249,7928,0.260213002702273,"Broadleaf",1.43244075100031,1.11713874219875,0.77988478156505
4454,3841,2699,7323,0.243610427103677,"Broadleaf",1.65024082993701,1.15959385576673,0.702681593335069
4442,4156,2905,9500,0.362788696026395,"Broadleaf",1.52908777969019,1.06881616939365,0.698989412897016
4336,3744,2609,8575,0.328324684377662,"Broadleaf",1.66193944039862,1.15811965811966,0.696848290598291
4248,3700,2585,6319,0.195987508280496,"Broadleaf",1.64332688588008,1.14810810810811,0.698648648648649
4031,3544,2634,7049,0.272382671480144,"Broadleaf",1.53037205770691,1.13741534988713,0.743227990970655
3808,3329,2331,5675,0.19687862490773,"Broadleaf",1.63363363363363,1.14388705316912,0.700210273355362
4316,3601,2826,6414,0.195526561043802,"Broadleaf",1.52724699221515,1.1985559566787,0.784782004998612
4052,3631,2797,4764,0.0807622504537205,"Broadleaf",1.4486950303897,1.11594602038006,0.770311209033324
4205,3628,2620,7041,0.252178552374177,"Broadleaf",1.60496183206107,1.1590407938258,0.722160970231532
